,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
77,1,1,1,2,1,2,2,0,2,1,1,2,1,1,1,2,1,1,1,0,2,2,2,1,0,2,2,2,2,1,2,1,1,2,2,2,1,1,2
78,1,1,1,1,1,2,2,0,1,1,1,1,2,2,2,2,1,1,2,0,2,1,2,1,0,2,2,1,1,1,2,1,1,2,2,2,1,1,0
79,1,1,2,2,1,2,2,0,1,1,1,1,2,1,2,2,1,1,1,0,2,1,2,1,0,2,2,2,2,1,2,1,1,2,1,2,1,1,2
80,1,1,1,1,2,2,1,0,1,1,1,2,2,1,2,2,1,1,1,0,2,2,2,2,0,2,2,2,2,1,2,1,1,1,2,2,2,2,2
81,1,1,2,2,2,2,2,0,2,1,1,2,2,1,2,2,2,1,1,0,2,2,2,1,0,2,1,2,2,1,2,1,1,2,2,1,1,2,3
82,1,1,1,2,1,2,2,0,1,1,1,2,2,1,1,2,1,1,1,0,2,2,3,1,0,2,2,2,2,1,2,1,1,1,2,2,1,2,0
83,2,1,2,2,2,1,2,0,1,1,2,2,2,1,2,2,2,1,1,0,2,2,2,1,0,2,2,2,1,1,1,1,2,2,2,2,1,2,2
84,1,2,1,2,2,2,1,0,2,1,2,2,2,1,2,2,1,1,1,0,2,2,2,1,0,1,1,1,2,1,2,2,2,2,1,2,2,2,0
85,2,1,2,2,2,2,1,0,2,2,2,2,1,1,2,1,2,2,2,0,2,2,2,1,0,2,2,2,2,1,2,2,2,2,2,1,1,1,2
86,2,1,1,1,2,2,2,0,1,2,2,1,2,2,1,2,1,2,2,0,2,2,1,2,0,2,1,2,2,2,1,2,2,2,2,2,2,1,0
87,1,1,2,2,2,2,1,0,2,1,2,2,1,1,1,2,1,1,1,0,2,2,1,1,0,2,2,1,2,2,2,2,2,1,1,2,1,1,0
88,1,1,1,2,2,2,2,0,2,2,2,2,2,2,1,2,1,2,1,0,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,1,1,0
89,1,2,2,2,2,2,2,0,2,2,1,2,2,1,2,2,2,1,2,0,2,2,2,1,0,2,2,2,2,1,2,2,1,2,1,2,2,2,0
90,2,1,2,2,2,2,1,0,2,1,1,2,2,2,2,2,1,1,2,0,2,2,2,2,0,2,2,2,2,1,2,2,1,2,2,2,2,2,0
91,2,1,2,2,2,2,2,0,1,2,1,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2
92,2,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,1,0,2,2,2,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,0
93,2,1,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,1,1,0,2,2,2,2,0,2,2,1,2,2,2,2,2,1,2,2,2,2,0
94,2,1,2,2,2,1,2,0,2,2,2,2,2,2,2,0,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0
95,1,2,1,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0
96,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
97,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
102,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,2
103,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,2
104,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2
105,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,2
106,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2
107,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,2,1,1,1,1,1,1,1,2,1,1,2
108,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,2,1,1,1,1,2,1,2,1,1,2
109,2,1,1,2,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
110,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,1,2,1,0,2,1,2,1,1,1,1,1,1,1,1,1,2,2
111,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1
112,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,2,1,1,1,1,1,1,1,2,1,2,2
113,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,2,1,2,1,1,1,1,1,1,2,1,1,2
114,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,0,2,2,1,2,1,1,1,1,1,1,2,1,1,0
115,1,1,1,1,2,1,2,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,1,2,2,2,1,1,1,1,1,1,2,1,1,2
116,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,2,1,1,1,1,2,1,1,2
117,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,2,1,1,1,1,1,3,1,2,1,1,2
118,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,0,2,3,1,1,1,1,1,1,1,1,2,1,1,2
119,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2
120,1,1,1,2,1,1,1,0,1,1,1,1,2,1,2,2,1,1,1,0,2,1,1,1,0,2,2,1,1,1,2,1,1,2,1,2,1,2,2
121,1,1,1,1,1,1,2,0,2,1,1,2,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,2,2,1,1,1,1,2,1,2,1,1,2
122,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,1,1,2
123,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,2,1,2,1,1,1,1,2,1,2,1,1,2
124,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,2,1,1,1,0,2,2,2,1,0,2,2,1,2,1,1,2,1,1,1,2,1,1,0
125,1,1,1,2,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,2,2,2,1,1,1,1,2,1,2,1,1,0
126,1,1,1,2,2,1,2,0,1,1,1,1,1,1,2,2,1,1,1,0,2,2,2,1,0,2,2,1,2,1,2,1,1,2,1,2,1,1,0
127,1,1,1,1,2,2,1,0,1,1,1,2,1,1,1,0,1,1,1,0,0,1,2,1,0,2,2,1,2,1,1,1,1,2,2,2,1,2,0
128,2,1,1,1,1,2,2,0,1,1,1,1,2,2,2,0,1,1,1,0,2,2,2,1,0,2,1,2,3,1,1,1,1,1,1,2,1,2,0
129,1,1,1,2,3,2,2,0,1,1,1,1,1,1,2,2,1,1,1,0,3,2,2,1,0,2,2,3,1,1,1,1,1,1,2,2,2,2,0
130,1,1,1,1,2,2,3,0,1,1,1,1,2,1,1,2,1,1,1,0,2,1,2,1,0,2,2,2,2,1,1,1,1,1,1,2,1,1,0
131,1,1,1,1,1,3,2,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,3,1,1,1,1,1,1,2,1,1,0
132,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,2,3,1,0,3,1,1,3,1,2,1,1,1,1,2,1,1,0
133,1,1,3,1,1,3,1,0,1,1,1,1,1,2,2,2,1,1,1,0,3,3,2,3,0,1,3,3,2,1,3,2,1,3,1,1,1,2,0
134,1,1,3,1,3,3,3,0,3,1,1,3,3,1,1,3,3,1,3,0,3,3,3,3,0,1,3,3,1,1,2,1,1,3,1,3,3,1,0
135,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,1,0,2,2,1,2,0,1,1,2,2,1,1,1,2,2,2,2,1,2,0
136,1,1,2,1,2,2,1,0,2,1,2,2,2,1,1,2,1,1,2,0,2,2,2,1,0,2,2,1,1,1,2,1,1,2,2,1,1,2,3
137,1,1,1,1,2,1,2,0,1,1,1,2,1,2,1,3,1,1,1,0,3,2,2,1,0,2,1,2,2,1,1,1,2,2,1,2,1,1,3
138,1,1,1,2,1,2,1,0,1,1,1,1,1,1,2,3,2,1,2,0,3,2,3,1,0,3,1,1,2,1,1,1,1,1,2,2,1,2,3
139,1,1,2,1,1,2,2,0,2,1,2,2,2,1,2,3,1,1,1,0,2,2,2,1,0,2,2,2,2,1,2,2,2,2,2,1,2,2,3
140,1,1,2,2,1,2,2,0,2,1,1,1,2,1,2,3,2,1,1,0,3,2,2,1,0,2,2,2,2,2,2,1,1,2,1,2,1,2,2
141,1,1,1,1,2,2,2,0,2,1,1,2,2,1,1,3,2,2,1,0,3,1,3,1,0,3,1,1,2,1,2,1,1,2,1,3,1,2,3
142,1,1,2,1,2,3,1,0,1,1,2,1,1,1,2,3,1,1,1,0,3,2,3,1,0,3,1,2,2,1,1,2,1,2,1,2,1,1,3
143,1,1,2,1,1,2,1,0,2,1,1,2,1,1,2,3,1,1,1,0,3,2,2,1,0,3,1,1,2,1,2,1,1,1,1,2,1,2,3
144,1,1,1,2,1,1,2,0,1,1,1,2,1,1,1,3,1,1,1,0,3,1,3,1,0,3,2,1,2,1,4,1,1,1,1,1,1,2,0
145,2,1,1,1,1,2,1,0,1,4,1,1,1,1,2,2,1,1,2,0,3,2,3,1,0,2,1,1,2,1,1,1,2,2,2,1,1,2,3
146,2,4,1,1,2,2,1,0,2,1,1,1,2,1,1,3,1,2,2,0,1,1,5,1,0,3,1,2,2,4,2,1,3,2,2,1,2,1,3
147,2,2,1,2,1,3,1,0,1,2,4,1,1,2,5,3,2,2,4,0,3,2,3,2,0,3,1,3,1,2,3,2,4,1,3,3,3,2,3
148,2,2,2,2,3,3,1,0,2,2,2,2,3,2,3,3,4,2,4,0,3,3,3,4,0,3,3,3,3,4,3,3,2,3,3,3,2,2,3
149,1,3,1,2,2,2,2,0,1,1,2,2,2,2,2,2,3,1,3,0,2,2,2,3,0,2,1,2,2,2,2,3,3,2,2,2,3,2,2
150,3,3,1,2,2,2,2,0,1,1,3,1,2,1,1,2,3,1,1,0,2,2,2,1,0,2,2,2,2,3,2,1,3,2,2,2,1,2,0
151,2,3,1,1,3,1,2,0,1,3,1,3,2,1,1,2,1,1,3,0,2,2,4,1,0,2,2,2,2,3,2,1,1,1,1,2,3,1,2
152,3,3,3,1,3,2,2,0,3,1,1,3,1,1,2,2,3,1,1,0,2,2,1,1,0,2,2,2,2,3,1,1,1,2,1,2,3,2,2
153,3,3,1,2,2,1,3,0,3,1,3,1,2,3,1,2,1,1,3,0,2,2,2,3,0,2,2,2,2,3,2,1,1,1,2,2,1,1,2
154,3,1,2,1,3,2,2,0,3,1,3,3,2,3,2,2,1,1,1,0,2,2,2,2,0,2,2,2,3,3,2,1,3,3,2,2,3,3,2
155,2,2,1,1,1,1,1,0,2,2,2,2,1,2,1,1,2,2,2,0,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,2,1,0
156,2,2,2,2,1,1,1,0,2,1,2,1,1,2,2,1,2,2,2,0,1,1,1,2,0,1,2,1,1,1,2,2,2,2,1,1,2,1,0
157,2,2,1,1,1,1,1,0,1,2,2,2,2,1,1,1,1,2,2,0,1,1,1,2,0,1,1,1,1,1,1,2,2,1,1,1,2,1,0
158,2,2,1,1,1,1,2,0,1,1,2,1,1,1,1,1,2,2,2,0,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,2,1,0
159,2,2,1,1,2,1,1,0,2,2,2,1,2,1,2,0,2,2,2,0,1,1,1,1,0,1,1,1,2,2,1,2,2,1,2,1,2,1,0
160,2,2,2,1,2,2,1,0,2,2,2,2,1,2,1,0,2,2,2,0,1,1,1,2,0,1,1,2,1,1,1,1,1,1,2,1,2,1,0
161,2,2,2,2,1,2,1,0,2,2,1,2,1,2,1,0,2,2,2,0,1,2,1,2,0,1,1,2,1,2,2,2,2,2,2,1,2,2,0
162,2,2,2,2,2,2,1,0,1,2,2,2,1,2,2,0,1,2,2,0,1,1,1,2,0,1,1,1,2,2,1,2,2,2,2,1,2,2,0
163,2,2,2,1,2,1,1,0,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,2,0,1,1,1,1,2,1,2,2,2,1,1,2,2,0
164,2,2,2,1,2,1,1,0,2,2,2,1,2,2,1,1,2,2,2,0,1,1,1,2,0,1,2,1,1,2,1,2,2,1,2,1,2,2,0
165,2,2,2,2,1,1,1,0,2,2,2,1,1,2,2,1,2,2,2,0,1,1,1,2,0,1,2,1,1,2,2,2,2,1,1,1,2,2,1
166,2,2,1,1,1,1,1,0,2,2,2,2,1,2,1,1,2,2,2,0,1,1,1,2,0,1,1,1,1,2,1,2,2,1,1,1,2,1,1
167,2,2,1,1,1,1,1,0,2,2,2,2,1,1,1,1,2,2,2,0,1,1,1,2,0,1,1,1,1,2,1,2,2,1,1,1,2,1,1
168,2,2,2,1,2,1,1,0,2,2,2,1,1,2,2,1,2,2,2,0,1,1,1,2,0,1,1,1,1,2,1,2,1,1,1,1,2,1,1
169,2,2,1,1,2,1,1,0,2,2,2,2,1,2,1,1,2,2,1,0,1,1,1,2,0,1,1,1,1,2,2,1,2,1,1,1,2,2,1
170,2,2,2,1,1,1,1,0,1,3,2,1,1,2,1,1,1,1,1,0,1,1,1,2,0,1,1,1,1,2,1,1,2,1,1,1,2,1,1
171,2,2,2,1,1,1,1,0,3,2,2,1,1,1,1,1,1,2,2,0,1,1,1,2,0,1,1,1,1,1,1,1,3,1,1,1,1,2,1
