"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
"ISONZO",-1.33873626373626,26.0898351648352,5.66126373626374,5.66126373626374,-2.76730769230769,-5.62445054945055,6.66126373626374,3.5184065934066,-0.19587912087912,2.16126373626374,32.3755494505495,21.6612637362637,-2.91016483516484,3.5184065934066,-6.76730769230769,-10.3387362637363,-8.62445054945055,-10.053021978022,-10.6244505494505,-14.1958791208791,-7.33873626373626,-6.93873626373626,-5.76730769230769,-5.33873626373626,-8.4815934065934,-10.7673076923077,-11.7673076923077,-15.0054029304029,-10.1720695970696,-11.7673076923077,-12.4815934065934,-9.73873626373626,-11.8387362637363,-10.9101648351648,-10.1958791208791,-8.05302197802198,-11.6244505494505,14.6612637362637,-0.938736263736264,2.66126373626374,16.5184065934066,12.3755494505495,-5.33873626373626,33.8041208791209,3.23269230769231,-2.91016483516484,15.946978021978,18.0898351648352,-9.05302197802198,17.2326923076923,14.5184065934066,3.5184065934066
"GHERARDI",12.9377289377289,20.2805860805861,6.13772893772894,1.42344322344322,-6.29084249084249,-5.52893772893773,2.63772893772894,-0.29084249084249,-3.43369963369964,0.566300366300364,27.1377289377289,24.1377289377289,-3.57655677655678,3.97106227106227,-7.52893772893773,-9.29084249084249,-8.46227106227106,-7.86227106227106,-8.46227106227106,-11.5765567765568,-4.71941391941392,-8.43369963369963,-1.71941391941392,0.423443223443222,-6.86227106227106,-4.71941391941392,-8.14798534798535,-12.1956043956044,-6.14798534798535,-9.00512820512821,-9.86227106227106,-6.00512820512821,-7.86227106227106,-7.29084249084249,-5.57655677655678,-6.86227106227106,-8.14798534798535,0.137728937728937,-1.71941391941392,-0.71941391941392,12.1377289377289,1.56630036630036,1.28058608058608,34.7091575091575,5.56630036630036,-6.71941391941392,9.42344322344322,13.5663003663004,-9.43369963369963,12.5663003663004,9.99487179487179,3.85201465201465
"CENTO",14.6603021978022,16.7745879120879,2.77458791208791,0.774587912087913,-4.36826923076923,-8.36826923076923,3.91744505494506,0.917445054945055,-5.36826923076923,1.63173076923077,29.8936355311355,15.9174450549451,-4.22541208791209,2.63173076923077,-4.36826923076923,-7.5396978021978,-4.22541208791209,-12.3682692307692,-8.51112637362637,-12.7968406593407,-3.08255494505494,-12.2254120879121,-4.36826923076923,3.8103021978022,-3.9396978021978,-7.08255494505494,-8.08255494505494,-14.2254120879121,-5.22541208791209,-11.0825549450549,-12.0825549450549,-10.2730311355311,-11.9396978021978,-9.79684065934066,-5.51112637362638,-9.36826923076923,-8.4396978021978,3.20315934065934,-0.539697802197804,-0.79684065934066,14.0603021978022,10.6317307692308,-0.939697802197802,35.2031593406593,-3.79684065934066,-5.79684065934066,16.0603021978022,18.6317307692308,-7.65398351648352,22.0603021978022,12.7745879120879,2.0603021978022
"VILLA FULVIA",15.4235805860806,25.2235805860806,4.22358058608059,3.65215201465201,-3.77641941391941,-6.49070512820513,5.50929487179487,2.9378663003663,-2.63356227106227,1.89024725274725,32.0807234432234,18.9378663003663,-12.0264194139194,9.89024725274725,-5.20499084249084,-10.7764194139194,-9.49070512820513,-10.347847985348,-10.347847985348,-13.4907051282051,-7.63356227106227,-9.49070512820513,-4.0621336996337,-3.91927655677656,-7.49070512820513,-8.34784798534799,-9.63356227106227,-14.347847985348,-9.49070512820513,-10.6335622710623,-11.9192765567766,-8.34784798534799,-9.91927655677656,-10.9192765567766,-9.34784798534798,-8.20499084249084,-9.94308608058608,0.223580586080587,0.623580586080585,-0.776419413919413,12.0807234432234,7.36643772893773,0.937866300366302,36.5092948717949,1.36643772893773,-5.63356227106227,18.0807234432234,17.0807234432234,-8.20499084249084,19.2235805860806,15.652152014652,3.9378663003663
"ZALAMELLA",17.3902014652015,20.1330586080586,4.84734432234432,4.70448717948718,-3.29551282051282,-3.29551282051282,8.27591575091575,9.70448717948718,-4.72408424908425,8.4187728937729,26.9902014652015,26.4902014652015,-4.25979853479853,-7.1764652014652,-9.86694139194139,-3.29551282051282,-10.5812271062271,-10.5812271062271,-12.43836996337,-7.43836996336996,-11.5812271062271,-8.29551282051282,-5.29551282051282,-8.72408424908425,-7.86694139194139,-9.58122710622711,-13.43836996337,-6.29551282051282,-10.8669413919414,-13.43836996337,-9.86694139194139,-8.00979853479853,-9.50979853479853,-8.58122710622711,-8.15265567765568,-9.6764652014652,0.133058608058608,-5.20979853479853,1.74020146520147,5.70448717948718,1.70448717948718,-2.72408424908425,24.8473443223443,-0.866941391941392,-3.00979853479853,18.8473443223443,16.1330586080586,-4.00979853479853,16.9902014652015,19.1330586080586,1.27591575091575,8.49020146520147
"CAORLE",15.7766483516483,17.8337912087912,2.69093406593407,3.47664835164835,-5.88049450549451,-5.73763736263736,5.54807692307692,6.40521978021978,-5.45192307692308,4.11950549450549,27.3099816849817,15.5480769230769,-5.30906593406593,3.26236263736264,-7.88049450549451,-10.5947802197802,-2.02335164835165,-12.3090659340659,-11.0233516483516,-13.5947802197802,-3.59478021978022,-12.0233516483516,-6.73763736263736,-3.73763736263736,-9.02335164835165,-7.45192307692308,-7.16620879120879,-12.4519230769231,-6.45192307692308,-10.8804945054945,-12.7376373626374,-7.45192307692308,-8.35668498168498,-10.4519230769231,-7.45192307692308,-7.02335164835165,-10.7376373626374,4.80998168498168,-6.02335164835165,5.17664835164835,11.5480769230769,4.26236263736264,-3.30906593406593,27.4052197802198,4.54807692307692,-1.16620879120879,18.8337912087912,19.9766483516484,-5.69001831501832,15.8337912087912,22.8099816849817,2.54807692307692
"DELTA CERVIA",16.5132326007326,11.5132326007326,2.5132326007326,-1.91533882783883,-2.4867673992674,-5.34391025641026,4.22751831501832,6.22751831501832,-7.32010073260073,0.941804029304027,20.1798992673993,15.3703754578755,-5.05819597069597,4.37037545787546,-4.4867673992674,-8.34391025641026,-1.62962454212454,-8.4867673992674,-8.62962454212454,-12.2867673992674,-5.32010073260073,-10.7724816849817,-5.6867673992674,-5.32010073260073,-6.4867673992674,-2.77248168498168,-1.2867673992674,-7.77248168498169,-2.20105311355312,-7.20105311355311,-9.77248168498169,-6.05819597069597,-7.9867673992674,-5.82010073260073,0.7632326007326,-9.91533882783883,3.22751831501832,-6.62962454212454,-0.915338827838827,9.65608974358975,4.08466117216117,-3.8867673992674,20.2275183150183,5.5132326007326,-4.05819597069597,12.7989468864469,15.3703754578755,-1.34391025641026,13.7989468864469,19.0846611721612,-1.20105311355312,-7.9867673992674
"FLAMINIA",22.0155677655678,29.0155677655678,7.04413919413919,7.04413919413919,0.472710622710622,-1.09871794871795,10.0441391941392,16.0441391941392,-4.81300366300366,9.90128205128205,28.9489010989011,23.7584249084249,-1.81300366300366,5.18699633699633,-2.38443223443224,-11.2415750915751,-4.95586080586081,-14.2415750915751,-13.098717948718,-15.5272893772894,-8.38443223443224,-15.9558608058608,-10.2415750915751,-7.95586080586081,-12.3844322344322,-12.098717948718,-9.09871794871795,-16.8130036630037,-9.52728937728938,-13.9558608058608,-17.5272893772894,-11.8130036630037,-12.8130036630037,-11.6701465201465,-11.9558608058608,-9.81300366300366,-12.3844322344322,-2.0510989010989,-9.38443223443224,-3.81300366300366,2.04413919413919,10.2822344322344,-6.95586080586081,24.6155677655678,1.47271062271062,-1.95586080586081,24.1869963369963,23.1869963369963,5.32985347985348,15.1869963369963,33.4727106227106,-1.52728937728938
"MARECCHIA",24.0363095238095,21.7863095238095,6.78630952380952,-1.61369047619047,-3.49940476190476,-5.07083333333333,4.07202380952381,9.92916666666667,-0.713690476190475,12.5863095238095,24.9291666666667,20.9291666666667,1.28630952380952,5.07202380952381,-2.92797619047619,-11.0708333333333,-0.356547619047618,-12.8803571428571,-10.4994047619048,-14.6422619047619,-7.49940476190476,-13.0708333333333,3.78630952380952,-6.49940476190476,-10.6422619047619,-9.78511904761905,-4.88035714285714,-15.0708333333333,-6.35654761904762,-14.0136904761905,-15.5470238095238,-8.21369047619048,-8.21369047619048,-9.92797619047619,-10.9279761904762,-5.6422619047619,-10.4994047619048,-5.71369047619048,-7.71369047619048,-3.07083333333333,1.50059523809524,6.35773809523809,-6.6422619047619,24.214880952381,-0.642261904761902,-4.21369047619048,16.5005952380952,14.4529761904762,3.64345238095238,16.6196428571429,26.7863095238095,2.78630952380952
"VERUCCHIO",12.2108058608059,12.8393772893773,2.41080586080586,-2.87490842490842,-3.73205128205128,-5.01776556776557,2.83937728937729,7.553663003663,-7.2558608058608,3.553663003663,19.1250915750916,7.57747252747253,-3.16062271062271,4.553663003663,-1.73205128205128,-8.01776556776557,-3.446336996337,-9.98919413919414,-5.7558608058608,-6.87490842490842,-2.30347985347985,-8.01776556776557,-5.30347985347985,-2.01776556776557,-5.30347985347985,-4.30347985347985,-2.446336996337,-7.73205128205128,-4.7558608058608,-4.58919413919414,-8.30347985347985,-5.16062271062271,-3.16062271062271,-6.01776556776557,-6.58919413919414,-4.58919413919414,-4.87490842490842,3.07747252747253,-4.30347985347985,0.696520146520147,2.83937728937729,6.24413919413919,-2.87490842490842,13.2679487179487,-2.73205128205128,-4.16062271062271,13.9822344322344,14.6965201465201,3.12509157509158,8.41080586080586,18.553663003663,-0.160622710622711
