,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
14,1,1,3,1,1,1,1,0,1,1,1,1,3,1,1,2,1,1,1,0,2,2,1,3,0,2,1,3,1,1,1,1,1,1,1,2,1,3,2
15,1,1,1,1,1,2,1,0,1,1,1,1,2,1,3,2,1,1,3,0,2,1,2,3,0,2,1,1,2,1,1,1,1,1,2,1,1,1,2
16,1,1,1,1,1,2,1,0,1,1,1,1,3,1,2,2,1,1,1,0,2,3,2,1,0,2,2,2,2,1,1,1,1,2,1,1,1,2,2
17,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,2,1,1,1,0,2,2,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1
18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,0,2,1,2,1,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,2,1,1,3,1,1,1,1,1,2,1,1,2
20,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,2,3,1,1,0,2,2,2,1,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2
21,1,1,1,1,1,2,1,0,3,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,4,2,1,1,1,1,1,1,4,2,1,1,2
22,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,3,1,1,3,1,1,1,2,3,1,4
23,1,1,1,1,3,1,1,0,1,1,1,3,3,1,1,2,1,1,1,0,2,1,5,3,0,2,1,4,1,1,3,3,1,3,5,3,1,1,4
24,1,1,1,3,4,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,4,4,2,1,0,2,1,1,4,1,4,1,1,4,1,4,1,1,1
25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,2,1,1,2,3,1,1,1,1,1,1,2
26,1,1,1,1,2,2,1,0,3,1,1,1,1,3,1,2,1,1,1,0,4,2,2,1,0,2,1,3,2,1,1,1,1,2,1,2,1,1,2
27,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,2,2,1,0,2,1,2,1,1,2,1,1,1,1,2,1,1,0
28,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,0,2,1,2,1,0,1,1,2,1,1,2,2,1,1,1,2,1,1,0
29,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,2
30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,2
31,1,1,1,2,1,2,2,0,1,1,1,1,1,1,2,2,1,1,1,0,2,1,2,1,0,2,1,2,1,1,1,1,1,1,1,2,1,1,2
32,1,1,1,1,1,1,2,0,3,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,0,2,4,1,2,1,2,1,1,2,1,2,1,1,2
33,1,1,1,1,1,2,1,0,1,1,1,1,1,1,3,2,1,1,1,0,2,1,2,1,0,2,1,2,2,1,1,1,1,1,1,2,1,1,2
34,1,1,1,2,1,2,2,0,1,1,1,1,2,1,2,2,1,1,1,0,2,1,2,1,0,2,2,2,2,1,2,3,1,1,1,2,1,1,2
35,1,1,1,1,1,2,2,0,2,1,1,2,2,1,2,2,1,1,1,0,2,2,2,1,0,3,2,3,2,1,2,1,2,1,1,2,1,1,4
36,1,1,1,1,2,2,2,0,1,1,1,1,3,1,2,2,1,1,1,0,4,2,4,1,0,4,2,2,2,1,1,1,1,1,1,4,1,1,2
37,1,1,1,3,2,4,2,0,1,1,1,1,1,1,2,4,1,1,1,0,4,1,4,1,0,4,4,2,4,1,2,1,1,4,1,4,1,1,5
38,1,1,1,2,3,3,1,0,5,1,1,1,5,1,1,3,1,1,1,0,3,1,4,1,0,4,2,4,3,1,6,1,1,2,2,7,1,2,4
39,1,1,1,2,5,2,6,0,1,1,1,3,2,1,1,4,6,1,1,0,4,2,4,2,0,3,3,2,2,1,2,1,2,2,6,3,1,2,4
40,1,1,5,3,3,2,5,0,1,1,1,2,5,5,5,4,1,1,1,0,4,2,2,1,0,2,5,2,1,1,2,5,1,5,5,5,2,5,4
41,4,1,2,2,4,4,4,0,1,1,1,1,1,4,4,3,4,4,4,0,2,2,2,2,0,3,2,4,4,1,4,4,4,4,4,4,1,2,0
42,2,2,3,1,3,2,3,0,1,3,3,3,3,1,3,2,3,3,3,0,2,3,2,3,0,3,3,2,2,1,2,2,1,2,2,3,3,2,0
43,2,2,1,1,1,2,2,0,2,2,2,1,2,1,1,3,2,2,2,0,1,2,1,1,0,1,1,2,1,2,2,1,2,2,1,1,2,2,0
44,2,2,2,1,2,3,2,0,2,1,2,1,1,2,2,1,2,2,1,0,1,1,1,2,0,1,3,1,1,2,2,2,2,1,1,1,2,2,3
45,2,1,2,1,1,1,1,0,2,2,2,1,1,2,3,3,2,2,3,0,1,3,1,2,0,3,2,1,1,2,1,2,2,1,1,3,2,1,1
46,2,2,3,3,1,2,2,0,1,4,3,2,1,2,3,4,2,3,2,0,1,4,1,2,0,1,1,3,1,2,3,2,2,1,3,1,1,3,1
47,3,2,1,3,2,3,4,0,2,3,3,3,1,2,3,1,3,3,3,0,1,3,1,3,0,1,1,3,2,5,3,3,3,2,1,3,2,3,5
48,3,2,3,2,3,3,4,0,3,3,3,3,2,3,3,1,3,3,2,0,1,3,4,2,0,1,1,4,5,3,3,3,3,3,3,1,3,2,1
49,2,3,2,3,3,4,3,0,3,3,3,2,3,2,2,4,3,3,3,0,1,3,4,3,0,1,3,4,3,3,3,3,3,3,3,4,3,2,1
50,3,2,3,2,3,4,3,0,3,3,2,3,3,3,3,1,3,3,3,0,4,2,4,3,0,4,2,3,4,3,3,3,2,3,3,3,3,2,4
51,3,3,2,1,3,4,3,0,3,2,3,1,2,3,3,4,3,2,2,0,4,2,4,3,0,4,4,3,4,3,4,3,3,3,2,1,3,3,4
52,1,1,2,2,4,3,2,0,2,1,1,2,2,2,2,2,1,2,1,0,3,2,2,2,0,3,2,3,3,2,2,2,2,1,2,3,2,2,3
53,2,2,2,3,1,2,2,0,2,1,2,2,2,1,2,3,1,1,2,0,3,2,3,1,0,2,2,2,2,1,3,2,1,2,1,3,1,2,3
54,1,1,2,2,2,3,2,0,1,1,1,1,3,1,1,3,1,1,3,0,2,2,3,1,0,2,3,3,3,1,1,1,1,2,2,3,1,2,3
55,1,2,2,2,1,2,2,0,1,1,1,1,3,1,1,3,1,1,1,0,3,2,2,1,0,3,2,3,2,2,3,1,1,2,1,3,1,1,3
56,1,1,1,1,3,3,1,0,1,1,1,1,1,1,2,3,1,1,1,0,3,1,3,2,0,3,2,1,1,1,2,1,1,1,1,3,1,1,3
57,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,3,1,1,1,0,3,1,3,1,0,2,1,3,3,1,3,1,1,1,1,3,1,1,3
58,1,1,1,1,1,3,3,0,1,1,1,1,3,1,1,3,1,1,1,0,2,2,3,1,0,3,3,3,1,1,3,1,1,2,1,3,1,2,3
59,1,1,1,1,3,3,3,0,1,1,1,1,1,1,2,3,1,1,1,0,3,3,3,1,0,3,1,3,2,1,1,2,1,1,1,3,1,2,3
60,1,2,1,2,1,3,2,0,2,1,1,2,1,1,2,3,1,1,1,0,3,1,3,2,0,3,2,3,3,1,1,2,2,1,2,3,2,1,3
61,1,2,1,1,2,3,1,0,1,2,1,1,2,2,1,3,2,1,2,0,3,1,3,1,0,3,3,2,3,2,2,1,1,1,1,2,2,1,4
62,2,1,1,2,2,3,1,0,1,1,1,1,2,1,3,3,2,1,2,0,3,3,3,1,0,3,1,3,3,1,2,1,2,1,2,3,2,2,3
63,1,1,2,1,1,3,1,0,1,1,1,1,2,1,1,3,2,1,1,0,3,1,3,2,0,3,1,1,1,1,1,1,1,3,1,3,1,1,3
64,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,3
65,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,1,3,1,1,1,1,1,1,1,1,1,2
66,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,3,3,1,0,2,1,1,2,1,1,1,1,1,1,3,1,3,3
67,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,3,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
69,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,0,1,1,1,0,2,1,2,1,0,2,1,1,2,1,1,1,1,2,1,2,1,1,0
70,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2,2,1,1,1,0,2,2,2,1,0,2,2,1,2,1,2,1,1,1,1,2,1,2,2
71,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,2,1,1,1,0,2,1,2,1,0,2,2,2,1,1,2,1,1,1,2,2,1,1,3
72,1,1,1,2,2,1,2,0,1,1,1,1,2,1,2,2,1,1,1,0,2,2,2,1,0,2,2,2,2,1,1,2,1,1,1,2,1,1,3
73,1,1,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,1,0,3,2,2,1,0,2,2,2,2,1,2,2,1,2,1,2,1,1,3
74,1,1,1,2,1,2,2,0,1,1,1,1,2,1,2,2,1,2,1,0,3,2,1,2,0,2,2,2,2,1,1,1,2,1,2,3,1,2,3
75,1,1,2,2,2,1,2,0,2,1,2,2,2,2,2,3,2,1,2,0,3,2,3,2,0,2,2,2,2,1,2,2,1,2,2,3,1,2,3
76,2,1,2,2,2,3,2,0,2,2,1,2,2,2,1,2,1,1,1,0,3,2,3,2,0,3,2,3,2,1,2,1,2,2,2,2,1,2,3
77,1,1,1,2,3,2,2,0,4,1,5,2,2,2,2,3,2,1,2,0,3,3,3,2,0,3,2,2,2,2,1,4,2,2,2,3,1,2,3
78,1,5,1,2,4,3,2,0,1,2,2,2,1,1,2,3,4,1,2,0,2,2,2,2,0,2,2,2,2,5,2,2,2,2,2,2,5,2,3
79,1,1,2,2,2,3,1,0,2,2,1,4,4,4,2,3,5,1,1,0,3,2,4,5,0,3,3,3,3,1,4,2,2,3,3,3,1,3,3
80,4,4,5,3,2,3,1,0,4,1,5,5,4,2,3,3,2,5,2,0,3,3,3,2,0,3,3,3,3,2,2,2,2,3,2,3,2,2,3
81,2,5,4,2,6,1,4,0,2,5,2,2,3,5,3,3,2,2,2,0,3,3,3,2,0,3,3,3,3,2,3,2,2,2,2,3,2,2,3
82,1,1,3,1,1,2,3,0,3,1,1,2,1,1,1,2,1,3,1,0,2,2,2,1,0,2,1,1,2,1,1,1,1,1,1,2,1,1,2
83,1,1,3,1,2,2,1,0,1,1,1,1,1,1,2,2,1,1,3,0,2,2,2,1,0,2,1,1,2,1,1,1,1,3,1,2,1,1,2
84,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,3,1,1,0,2,1,2,1,0,2,1,2,2,1,1,1,1,1,1,2,1,1,2
85,1,1,1,1,2,2,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,2,1,1,1,1,2,1,1,2
86,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0
87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,3,1,0,2,3,2,1,0,2,1,2,1,1,2,1,1,1,1,2,1,1,3
88,1,1,1,1,1,2,3,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,2,1,2,1,1,1,1,2,1,1,2
89,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,2,2,1,1,1,1,1,1,1,3,1,1,2
90,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,0,2,1,3,2,1,1,1,1,1,1,2,1,1,2
91,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,2,2,2,1,1,1,1,1,1,2,1,1,2
92,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,1,1,1,0,2,1,2,1,0,2,2,2,2,1,2,1,1,1,1,2,1,2,2
93,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,3,1,1,1,0,2,4,2,1,0,1,1,2,3,1,1,1,1,1,1,5,1,1,2
94,1,4,6,3,2,3,1,0,1,1,1,4,1,1,1,2,1,1,1,0,2,5,2,1,0,2,2,3,1,1,1,1,1,3,1,2,6,1,2
95,1,5,2,1,1,4,1,0,1,1,3,1,4,1,4,2,1,3,1,0,2,4,2,1,0,2,2,3,4,1,1,1,3,4,4,2,4,4,2
96,1,1,1,2,1,1,2,0,1,1,1,1,3,1,2,3,1,1,3,0,2,1,3,3,0,1,1,2,3,3,3,1,1,3,2,2,1,1,2
97,3,3,3,1,3,4,3,0,1,1,3,3,1,1,1,2,3,1,3,0,1,3,1,3,0,4,4,1,2,1,1,1,1,2,4,4,3,3,5
98,1,1,4,4,2,4,1,0,3,5,1,4,3,3,2,4,1,1,1,0,4,4,2,3,0,2,4,4,1,1,4,1,1,3,2,6,1,5,2
99,3,1,1,4,2,2,3,0,1,3,1,1,4,1,4,0,1,1,1,0,2,2,2,3,0,2,2,4,4,1,4,1,1,4,1,2,1,2,0
