,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,0,2,0,1,2,0,2,0,0,0,0,0,0,0,2,0,0,2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,2
2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,0,2,0,1,2,0,2,0,0,2,0,0,0,0,2,0,0,2
3,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,1,2,0,2,0,1,0,2,0,2,0,2,0,0,0,0,2,0,0,2
4,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,2,2,0,2,0,0,0,0,0,0,2,0,0,2
5,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,2
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,0,2,0,1,2,2,2,2,0,2,0,0,2,0,2,0,0,2
7,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,2,0,0,0,1,2,2,2,0,1,2,0,0,2,2,2,0,0,2,0,0,0,0,2
8,0,0,0,0,0,2,2,1,0,0,0,0,2,0,2,2,0,0,0,1,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,2,0,0,2
9,0,0,0,0,0,0,2,1,0,2,0,0,0,2,2,2,0,0,0,1,2,0,2,0,1,2,0,2,2,0,0,0,0,2,2,2,0,0,1
10,0,0,0,2,2,0,2,1,0,0,0,0,0,0,2,2,0,0,0,1,2,2,2,0,1,2,2,2,0,0,0,0,0,2,0,2,0,0,2
11,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,0,2,0,1,2,2,0,2,0,0,0,0,2,0,2,0,0,2
12,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,2
13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2
14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,3,0,1,2,3,0,0,0,0,0,0,0,0,2,0,3,2
16,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,2,0,0,0,1,2,0,3,0,1,3,2,0,2,0,0,0,0,3,0,2,0,0,2
17,0,0,0,3,0,0,3,1,0,0,0,0,3,0,0,3,0,0,0,1,2,0,3,0,1,2,0,3,0,0,0,0,0,0,0,3,0,0,1
18,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,3,0,0,0,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,3
19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3
20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1
21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,4,0,3,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,1
22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,3,2,2,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,3
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,3,0,3,0,1,2,2,0,3,0,0,0,0,0,0,3,0,0,3
24,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,3,0,0,0,1,3,3,2,0,1,3,2,3,2,0,2,0,0,0,0,0,0,0,3
